;Rendszam;Adatok;Rendszam_kep_url;Lowres_kep_url;Highres_kep_url
39;CZV-908;CZV-908, Lada (VAZ) 2106;http://img03.platesmania.com/220320/inf/18698080d9f071.png;http://img03.platesmania.com/220320/o/18698080.jpg;http://img03.platesmania.com/220320/m/18698080.jpg
40;FAU-023;FAU-023, Lada (VAZ) 21099;http://img03.platesmania.com/220320/inf/186980658d1869.png;http://img03.platesmania.com/220320/o/18698065.jpg;http://img03.platesmania.com/220320/m/18698065.jpg
41;GTH-069;GTH-069, Suzuki Swift;http://img03.platesmania.com/220320/inf/18698023d9e62c.png;http://img03.platesmania.com/220320/o/18698023.jpg;http://img03.platesmania.com/220320/m/18698023.jpg
42;MPV-446;MPV-446, Citroёn Grand C4 Picasso/SpaceTourer;http://img03.platesmania.com/220320/inf/18697970e26a32.png;http://img03.platesmania.com/220320/o/18697970.jpg;http://img03.platesmania.com/220320/m/18697970.jpg
43;GFB-574;GFB-574, Opel Corsa;http://img03.platesmania.com/220320/inf/186979331141b8.png;http://img03.platesmania.com/220320/o/18697933.jpg;http://img03.platesmania.com/220320/m/18697933.jpg
44;SAT-898;SAT-898, Mercedes-Benz X-Klasse;http://img03.platesmania.com/220320/inf/186978982450be.png;http://img03.platesmania.com/220320/o/18697898.jpg;http://img03.platesmania.com/220320/m/18697898.jpg
45;RWX-083;RWX-083, Opel Combo;http://img03.platesmania.com/220320/inf/1869787935bd41.png;http://img03.platesmania.com/220320/o/18697879.jpg;http://img03.platesmania.com/220320/m/18697879.jpg
46;GSH-888;GSH-888, Citroёn Berlingo;http://img03.platesmania.com/220320/inf/186978555a8341.png;http://img03.platesmania.com/220320/o/18697855.jpg;http://img03.platesmania.com/220320/m/18697855.jpg
47;IWB-375;IWB-375, BMW 3 Series;http://img03.platesmania.com/220320/inf/18697839c5d52e.png;http://img03.platesmania.com/220320/o/18697839.jpg;http://img03.platesmania.com/220320/m/18697839.jpg
48;LWB-266;LWB-266, Volvo 850;http://img03.platesmania.com/220320/inf/1869779010ca06.png;http://img03.platesmania.com/220320/o/18697790.jpg;http://img03.platesmania.com/220320/m/18697790.jpg
49;HNN-331;HNN-331, Suzuki Swift;http://img03.platesmania.com/220320/inf/186977134b83c3.png;http://img03.platesmania.com/220320/o/18697713.jpg;http://img03.platesmania.com/220320/m/18697713.jpg
50;WCY-742;WCY-742, Schmitz;http://img03.platesmania.com/220320/inf/186977120addfd.png;http://img03.platesmania.com/220320/o/18697712.jpg;http://img03.platesmania.com/220320/m/18697712.jpg
51;PUG-225;PUG-225, Opel Grandland;http://img03.platesmania.com/220320/inf/1869751745011c.png;http://img03.platesmania.com/220320/o/18697517.jpg;http://img03.platesmania.com/220320/m/18697517.jpg
52;NYH-576;NYH-576, Volkswagen Crafter;http://img03.platesmania.com/220320/inf/186974679c8915.png;http://img03.platesmania.com/220320/o/18697467.jpg;http://img03.platesmania.com/220320/m/18697467.jpg
53;EYJ-164;EYJ-164, Suzuki Swift;http://img03.platesmania.com/220320/inf/18697399e3bb8e.png;http://img03.platesmania.com/220320/o/18697399.jpg;http://img03.platesmania.com/220320/m/18697399.jpg
54;FCT-763;FCT-763, Mercedes-Benz C-Klasse;http://img03.platesmania.com/220320/inf/1869738956bcc1.png;http://img03.platesmania.com/220320/o/18697389.jpg;http://img03.platesmania.com/220320/m/18697389.jpg
55;MRR-889;MRR-889, Mazda 6;http://img03.platesmania.com/220320/inf/18697371264de9.png;http://img03.platesmania.com/220320/o/18697371.jpg;http://img03.platesmania.com/220320/m/18697371.jpg
56;RDA-876;RDA-876, Citroёn Jumper;http://img03.platesmania.com/220320/inf/186973188dbfe0.png;http://img03.platesmania.com/220320/o/18697318.jpg;http://img03.platesmania.com/220320/m/18697318.jpg
57;HYG-651;HYG-651, MAN SL;http://img03.platesmania.com/220320/inf/186972943d233a.png;http://img03.platesmania.com/220320/o/18697294.jpg;http://img03.platesmania.com/220320/m/18697294.jpg
58;RKM-812;RKM-812, Mercedes-Benz Atego;http://img03.platesmania.com/220320/inf/18697274c1b8d0.png;http://img03.platesmania.com/220320/o/18697274.jpg;http://img03.platesmania.com/220320/m/18697274.jpg
59;LVM-731;LVM-731, ARC Ikarus E134;http://img03.platesmania.com/220320/inf/1869723831c713.png;http://img03.platesmania.com/220320/o/18697238.jpg;http://img03.platesmania.com/220320/m/18697238.jpg
60;DXE-170;DXE-170, Maruti 800;http://img03.platesmania.com/220320/inf/1869723748bd11.png;http://img03.platesmania.com/220320/o/18697237.jpg;http://img03.platesmania.com/220320/m/18697237.jpg
61;NGC-321;NGC-321, Opel Astra;http://img03.platesmania.com/220320/inf/18697215d75d62.png;http://img03.platesmania.com/220320/o/18697215.jpg;http://img03.platesmania.com/220320/m/18697215.jpg
62;RWU-749;RWU-749, FIAT Ducato;http://img03.platesmania.com/220320/inf/186971131c311f.png;http://img03.platesmania.com/220320/o/18697113.jpg;http://img03.platesmania.com/220320/m/18697113.jpg
63;EZM-100;EZM-100, Suzuki Swift;http://img03.platesmania.com/220320/inf/186970133b78b7.png;http://img03.platesmania.com/220320/o/18697013.jpg;http://img03.platesmania.com/220320/m/18697013.jpg
64;EDM-140;EDM-140, Ford Mondeo;http://img03.platesmania.com/220320/inf/186969725652c5.png;http://img03.platesmania.com/220320/o/18696972.jpg;http://img03.platesmania.com/220320/m/18696972.jpg
65;NGD-405;NGD-405, Opel Astra;http://img03.platesmania.com/220320/inf/1869693783fc71.png;http://img03.platesmania.com/220320/o/18696937.jpg;http://img03.platesmania.com/220320/m/18696937.jpg
66;INN-762;INN-762, Suzuki Swift;http://img03.platesmania.com/220320/inf/186962161ed312.png;http://img03.platesmania.com/220320/o/18696216.jpg;http://img03.platesmania.com/220320/m/18696216.jpg
67;UDE-604;UDE-604, Pannonia T;http://img03.platesmania.com/220320/inf/186962018ad385.png;http://img03.platesmania.com/220320/o/18696201.jpg;http://img03.platesmania.com/220320/m/18696201.jpg
68;OT 58-5;OT 58-52, SAAB 99;http://img03.platesmania.com/220320/inf/186959793e3e76.png;http://img03.platesmania.com/220320/o/18695979.jpg;http://img03.platesmania.com/220320/m/18695979.jpg
69;SLA-191;SLA-191, Volkswagen Golf;http://img03.platesmania.com/220320/inf/1869593685adff.png;http://img03.platesmania.com/220320/o/18695936.jpg;http://img03.platesmania.com/220320/m/18695936.jpg
70;RNZ-562;RNZ-562, FIAT 1100;http://img03.platesmania.com/220320/inf/186959334b1353.png;http://img03.platesmania.com/220320/o/18695933.jpg;http://img03.platesmania.com/220320/m/18695933.jpg
71;FFU-920;FFU-920, Suzuki Swift;http://img03.platesmania.com/220320/inf/186958038068f3.png;http://img03.platesmania.com/220320/o/18695803.jpg;http://img03.platesmania.com/220320/m/18695803.jpg
72;OT 01-8;OT 01-86, Mercedes-Benz SL-Klasse;http://img03.platesmania.com/220320/inf/186957210099c1.png;http://img03.platesmania.com/220320/o/18695721.jpg;http://img03.platesmania.com/220320/m/18695721.jpg
73;SVU-008;SVU-008, KIA Cee(;http://img03.platesmania.com/220320/inf/18695209699482.png;http://img03.platesmania.com/220320/o/18695209.jpg;http://img03.platesmania.com/220320/m/18695209.jpg
74;SXC-390;SXC-390, Toyota Verso;http://img03.platesmania.com/220320/inf/18695078f3d63f.png;http://img03.platesmania.com/220320/o/18695078.jpg;http://img03.platesmania.com/220320/m/18695078.jpg
75;DAN-118;DAN-118, Lada (VAZ) 2101;http://img03.platesmania.com/220320/inf/1869506167e36c.png;http://img03.platesmania.com/220320/o/18695061.jpg;http://img03.platesmania.com/220320/m/18695061.jpg
76;PAE-756;PAE-756, Opel Astra;http://img03.platesmania.com/220320/inf/18695051223a3f.png;http://img03.platesmania.com/220320/o/18695051.jpg;http://img03.platesmania.com/220320/m/18695051.jpg
77;RWK-168;RWK-168, Toyota C-HR;http://img03.platesmania.com/220320/inf/1869504927fe6c.png;http://img03.platesmania.com/220320/o/18695049.jpg;http://img03.platesmania.com/220320/m/18695049.jpg
78;MWH-738;MWH-738, Opel Corsa;http://img03.platesmania.com/220320/inf/186950447d98d6.png;http://img03.platesmania.com/220320/o/18695044.jpg;http://img03.platesmania.com/220320/m/18695044.jpg
79;NNW-403;NNW-403, Nissan Pulsar;http://img03.platesmania.com/220320/inf/1869503634cca8.png;http://img03.platesmania.com/220320/o/18695036.jpg;http://img03.platesmania.com/220320/m/18695036.jpg
80;PDG-581;PDG-581, Skoda Octavia;http://img03.platesmania.com/220320/inf/18695029950862.png;http://img03.platesmania.com/220320/o/18695029.jpg;http://img03.platesmania.com/220320/m/18695029.jpg
81;TCD-986;TCD-986, Toyota Corolla;http://img03.platesmania.com/220320/inf/186950256d094e.png;http://img03.platesmania.com/220320/o/18695025.jpg;http://img03.platesmania.com/220320/m/18695025.jpg
83;SVZ-129;SVZ-129, Skoda Octavia;http://img03.platesmania.com/220320/inf/186950216fd587.png;http://img03.platesmania.com/220320/o/18695021.jpg;http://img03.platesmania.com/220320/m/18695021.jpg
84;SZD-468;SZD-468, Toyota Corolla;http://img03.platesmania.com/220320/inf/1869501894e689.png;http://img03.platesmania.com/220320/o/18695018.jpg;http://img03.platesmania.com/220320/m/18695018.jpg
85;PMA-217;PMA-217, Skoda Octavia;http://img03.platesmania.com/220320/inf/1869501500a1f0.png;http://img03.platesmania.com/220320/o/18695015.jpg;http://img03.platesmania.com/220320/m/18695015.jpg
86;LMF-504;LMF-504, Opel Combo;http://img03.platesmania.com/220320/inf/186950105a072e.png;http://img03.platesmania.com/220320/o/18695010.jpg;http://img03.platesmania.com/220320/m/18695010.jpg
87;RGP-304;RGP-304, Volkswagen Amarok;http://img03.platesmania.com/220320/inf/1869500598ddd5.png;http://img03.platesmania.com/220320/o/18695005.jpg;http://img03.platesmania.com/220320/m/18695005.jpg
88;SES-121;SES-121, Volkswagen Scirocco;http://img03.platesmania.com/220320/inf/1869500212e4eb.png;http://img03.platesmania.com/220320/o/18695002.jpg;http://img03.platesmania.com/220320/m/18695002.jpg
89;UZA-963;UZA-963, Aprilia Scarabeo;http://img03.platesmania.com/220320/inf/18694999749dcb.png;http://img03.platesmania.com/220320/o/18694999.jpg;http://img03.platesmania.com/220320/m/18694999.jpg
90;LOJ-725;LOJ-725, Volkswagen Polo;http://img03.platesmania.com/220320/inf/186949913f3b30.png;http://img03.platesmania.com/220320/o/18694991.jpg;http://img03.platesmania.com/220320/m/18694991.jpg
91;TBT-568;TBT-568, Volkswagen Taigo;http://img03.platesmania.com/220320/inf/186949879d1825.png;http://img03.platesmania.com/220320/o/18694987.jpg;http://img03.platesmania.com/220320/m/18694987.jpg
92;RIA-928;RIA-928, Chevrolet Volt;http://img03.platesmania.com/220320/inf/1869498607afd8.png;http://img03.platesmania.com/220320/o/18694986.jpg;http://img03.platesmania.com/220320/m/18694986.jpg
94;RNX-913;RNX-913, Opel Corsa;http://img03.platesmania.com/220320/inf/186949805b9333.png;http://img03.platesmania.com/220320/o/18694980.jpg;http://img03.platesmania.com/220320/m/18694980.jpg
95;EDC-357;EDC-357, Opel Astra;http://img03.platesmania.com/220320/inf/18694978b9720b.png;http://img03.platesmania.com/220320/o/18694978.jpg;http://img03.platesmania.com/220320/m/18694978.jpg
96;SFD-973;SFD-973, Volkswagen Passat;http://img03.platesmania.com/220320/inf/18694971a1824c.png;http://img03.platesmania.com/220320/o/18694971.jpg;http://img03.platesmania.com/220320/m/18694971.jpg
97;NTK-809;NTK-809, Hyundai Coupe;http://img03.platesmania.com/220320/inf/18694967cc5348.png;http://img03.platesmania.com/220320/o/18694967.jpg;http://img03.platesmania.com/220320/m/18694967.jpg
98;NFF-876;NFF-876, Opel Meriva;http://img03.platesmania.com/220320/inf/186949641f3ff9.png;http://img03.platesmania.com/220320/o/18694964.jpg;http://img03.platesmania.com/220320/m/18694964.jpg
99;PZERO-3;PZERO-3, Audi A4;http://img03.platesmania.com/220320/inf/18694951ddf8be.png;http://img03.platesmania.com/220320/o/18694951.jpg;http://img03.platesmania.com/220320/m/18694951.jpg
100;PLK-800;PLK-800, Audi SQ7;http://img03.platesmania.com/220320/inf/18694946f140d6.png;http://img03.platesmania.com/220320/o/18694946.jpg;http://img03.platesmania.com/220320/m/18694946.jpg
101;PZE-652;PZE-652, MINI Clubman;http://img03.platesmania.com/220320/inf/18694942f31c5d.png;http://img03.platesmania.com/220320/o/18694942.jpg;http://img03.platesmania.com/220320/m/18694942.jpg
102;SES-310;SES-310, Volkswagen Bora;http://img03.platesmania.com/220320/inf/186949417591b2.png;http://img03.platesmania.com/220320/o/18694941.jpg;http://img03.platesmania.com/220320/m/18694941.jpg
103;TOK-005;TOK-005, Skoda Superb;http://img03.platesmania.com/220320/inf/18694933f39a5d.png;http://img03.platesmania.com/220320/o/18694933.jpg;http://img03.platesmania.com/220320/m/18694933.jpg
104;RCY-608;RCY-608, Citroёn DS3;http://img03.platesmania.com/220320/inf/18694930677419.png;http://img03.platesmania.com/220320/o/18694930.jpg;http://img03.platesmania.com/220320/m/18694930.jpg
105;ZOL-006;ZOL-006, Audi A6;http://img03.platesmania.com/220320/inf/18694915de1fe0.png;http://img03.platesmania.com/220320/o/18694915.jpg;http://img03.platesmania.com/220320/m/18694915.jpg
106;SKV-182;SKV-182, Suzuki Celerio;http://img03.platesmania.com/220320/inf/18694912f19faa.png;http://img03.platesmania.com/220320/o/18694912.jpg;http://img03.platesmania.com/220320/m/18694912.jpg
107;STY-767;STY-767, Scania R-series;http://img03.platesmania.com/220320/inf/186948876c37be.png;http://img03.platesmania.com/220320/o/18694887.jpg;http://img03.platesmania.com/220320/m/18694887.jpg
108;SPM-629;SPM-629, DAF XF/XG;http://img03.platesmania.com/220320/inf/18694880b2ebda.png;http://img03.platesmania.com/220320/o/18694880.jpg;http://img03.platesmania.com/220320/m/18694880.jpg
109;SJL-311;SJL-311, Scania R-series;http://img03.platesmania.com/220320/inf/18694871a8deed.png;http://img03.platesmania.com/220320/o/18694871.jpg;http://img03.platesmania.com/220320/m/18694871.jpg
110;SZF-207;SZF-207, Renault Master;http://img03.platesmania.com/220320/inf/186948656f48bd.png;http://img03.platesmania.com/220320/o/18694865.jpg;http://img03.platesmania.com/220320/m/18694865.jpg
114;JYD-144;JYD-144, Cadillac SRX;http://img03.platesmania.com/220320/inf/18694839f9b138.png;http://img03.platesmania.com/220320/o/18694839.jpg;http://img03.platesmania.com/220320/m/18694839.jpg
116;SFD-285;SFD-285, KIA Cee(;http://img03.platesmania.com/220320/inf/186948305153d0.png;http://img03.platesmania.com/220320/o/18694830.jpg;http://img03.platesmania.com/220320/m/18694830.jpg
118;TAC-313;TAC-313, Mazda 6;http://img03.platesmania.com/220320/inf/18694809f5d118.png;http://img03.platesmania.com/220320/o/18694809.jpg;http://img03.platesmania.com/220320/m/18694809.jpg
119;KUU-455;KUU-455, Peugeot 1007;http://img03.platesmania.com/220320/inf/1869479988f5cc.png;http://img03.platesmania.com/220320/o/18694799.jpg;http://img03.platesmania.com/220320/m/18694799.jpg
120;TAC-223;TAC-223, Mazda 3;http://img03.platesmania.com/220320/inf/1869479696bd01.png;http://img03.platesmania.com/220320/o/18694796.jpg;http://img03.platesmania.com/220320/m/18694796.jpg
122;HGS-177;HGS-177, Renault Thalia;http://img03.platesmania.com/220320/inf/18694774d5cf4f.png;http://img03.platesmania.com/220320/o/18694774.jpg;http://img03.platesmania.com/220320/m/18694774.jpg
123;STX-625;STX-625, Volkswagen Golf;http://img03.platesmania.com/220320/inf/18694760ba9a46.png;http://img03.platesmania.com/220320/o/18694760.jpg;http://img03.platesmania.com/220320/m/18694760.jpg
125;LVF-596;LVF-596, Suzuki Swift;http://img03.platesmania.com/220320/inf/18694617f5dc73.png;http://img03.platesmania.com/220320/o/18694617.jpg;http://img03.platesmania.com/220320/m/18694617.jpg
126;PVV-950;PVV-950, BMW 3 Series Gran Turismo;http://img03.platesmania.com/220320/inf/18694597e3ae82.png;http://img03.platesmania.com/220320/o/18694597.jpg;http://img03.platesmania.com/220320/m/18694597.jpg
127;SZT-574;SZT-574, Toyota Corolla;http://img03.platesmania.com/220320/inf/186945003e8df1.png;http://img03.platesmania.com/220320/o/18694500.jpg;http://img03.platesmania.com/220320/m/18694500.jpg
128;P-00998;P-00998 21, Aston Martin DB9 Volante;http://img03.platesmania.com/220320/inf/18694406aef5d7.png;http://img03.platesmania.com/220320/o/18694406.jpg;http://img03.platesmania.com/220320/m/18694406.jpg
129;Z-68295;Z-68295 94, License plate without vehicle;http://img03.platesmania.com/220320/inf/18694294e6bb1b.png;http://img03.platesmania.com/220320/o/18694294.jpg;http://img03.platesmania.com/220320/m/18694294.jpg
140;MJL-262;MJL-262, Honda Civic;http://img03.platesmania.com/220320/inf/18694287cb6511.png;http://img03.platesmania.com/220320/o/18694287.jpg;http://img03.platesmania.com/220320/m/18694287.jpg
141;RVJ-827;RVJ-827, Suzuki Swift;http://img03.platesmania.com/220320/inf/1869422665b559.png;http://img03.platesmania.com/220320/o/18694226.jpg;http://img03.platesmania.com/220320/m/18694226.jpg
142;RON-626;RON-626, Suzuki Jimny;http://img03.platesmania.com/220320/inf/1869421894046f.png;http://img03.platesmania.com/220320/o/18694218.jpg;http://img03.platesmania.com/220320/m/18694218.jpg
143;SWF-868;SWF-868, Skoda 110;http://img03.platesmania.com/220320/inf/18694199ef7d2f.png;http://img03.platesmania.com/220320/o/18694199.jpg;http://img03.platesmania.com/220320/m/18694199.jpg
144;KOM-181;KOM-181, Audi A3;http://img03.platesmania.com/220319/inf/18694151b4a66b.png;http://img03.platesmania.com/220319/o/18694151.jpg;http://img03.platesmania.com/220319/m/18694151.jpg
145;EKR-202;EKR-202, Lada (VAZ) 2105;http://img03.platesmania.com/220319/inf/18694116753447.png;http://img03.platesmania.com/220319/o/18694116.jpg;http://img03.platesmania.com/220319/m/18694116.jpg
146;PET-848;PET-848, Audi A7;http://img03.platesmania.com/220319/inf/18694086a6dea9.png;http://img03.platesmania.com/220319/o/18694086.jpg;http://img03.platesmania.com/220319/m/18694086.jpg
147;RWB-883;RWB-883, SAAB 900;http://img03.platesmania.com/220319/inf/18694083a4f793.png;http://img03.platesmania.com/220319/o/18694083.jpg;http://img03.platesmania.com/220319/m/18694083.jpg
148;HON-804;HON-804, Opel Calibra;http://img03.platesmania.com/220319/inf/18694010eef66a.png;http://img03.platesmania.com/220319/o/18694010.jpg;http://img03.platesmania.com/220319/m/18694010.jpg
149;HPL-962;HPL-962, Nissan Navara;http://img03.platesmania.com/220319/inf/18694004bf3d17.png;http://img03.platesmania.com/220319/o/18694004.jpg;http://img03.platesmania.com/220319/m/18694004.jpg
150;DRP-961;DRP-961, Opel Calibra;http://img03.platesmania.com/220319/inf/1869398515ddaf.png;http://img03.platesmania.com/220319/o/18693985.jpg;http://img03.platesmania.com/220319/m/18693985.jpg
152;PWR-923;PWR-923, BMW 3 Series;http://img03.platesmania.com/220319/inf/186939357e0549.png;http://img03.platesmania.com/220319/o/18693935.jpg;http://img03.platesmania.com/220319/m/18693935.jpg
153;PIG-008;PIG-008, Opel Corsa;http://img03.platesmania.com/220319/inf/18693916573dea.png;http://img03.platesmania.com/220319/o/18693916.jpg;http://img03.platesmania.com/220319/m/18693916.jpg
154;IPK-512;IPK-512, Opel Calibra;http://img03.platesmania.com/220319/inf/186939111c5ab6.png;http://img03.platesmania.com/220319/o/18693911.jpg;http://img03.platesmania.com/220319/m/18693911.jpg
155;TDY-649;TDY-649, Skoda Octavia;http://img03.platesmania.com/220319/inf/18693866a2ad57.png;http://img03.platesmania.com/220319/o/18693866.jpg;http://img03.platesmania.com/220319/m/18693866.jpg
156;TCD-828;TCD-828, Toyota Corolla;http://img03.platesmania.com/220321/inf/18693832e219d2.png;http://img03.platesmania.com/220319/o/18693832.jpg;http://img03.platesmania.com/220319/m/18693832.jpg
